1,3,1,6,1,0,0,0,0,2,1,1,0,2,0,0,1,6,1,4,2,2,0,0,0,0,5,0,2,0,0,16,0,3,0,3,4,3,0,0,0,0,0,0,5,1,2,3,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,2,2,0,0,0,0,0,3,0,0,2,2,1,0,0,0,0,5,0,3,2,4,1,1,0,0,1,1,2,0,1,2,4,2,7,1,0,0,1,1,0,2,4,3,3,1,1,0,14,2,0,12,0,0,2,2,0,3,1,1,0,0,2,0,1,1,0,0,2,8,0,0,0,3,1,1,0,0,1,2,1,0,0,1,0,1,0,4,1,2,0,0,4,3,0,1,0,0,6,2,1,1,0,6,1,0,0,0,8,0,0,1,2,1,0,0,3,1,4,1,5,0,0,4,4,0,3,1,6,3,1,1,1,0,1,4,4,0,6,5,0,7,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,11,2,2,0,0,3,0,0,3,1,1,9,1,0,5,1,7,1,1,0,0,0,5,1,3,3,1,8,0,0,1,1,0,0,2,3,2,1,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,0,1,1,0,4,1,0,1,0,3,4,2,0,1,3,3,12,3,1,3,0,2,4,0,0,1,6,0,1,9,0,2,2,1,0,1,1,2,2,0,0,8,3,0,3,0,2,0,5,0,1,2,4,1,1,2,2,3,1,2,0,0,0,6,2,3,0,0,4,0,1,3,0,0,1,0,29,0,1,0,1,0,0,5,1,0,0,4,33,1,7,0,0,1,0,3,0,0,0,1,3,0,2,13,4,22,0,2,4,2,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,2,0,0,1,1,1,1,5,1,1,3,3,1,2,1
3,5,0,2,5,2,0,3,1,4,7,0,0,3,1,1,0,4,1,3,6,10,0,1,1,0,2,0,2,2,1,13,1,3,0,0,4,2,0,1,2,2,0,2,5,1,4,3,4,0,1,0,3,1,0,1,0,2,2,5,0,1,2,1,2,5,0,3,0,2,1,0,1,5,0,0,2,4,2,1,1,4,2,1,0,2,1,4,2,2,0,2,2,1,7,1,3,4,5,2,10,1,3,0,4,0,1,5,3,2,6,4,3,1,13,4,6,11,0,1,1,11,5,1,2,1,1,3,0,0,9,5,0,0,3,16,0,1,0,2,4,1,0,2,4,3,0,1,3,1,1,2,0,2,7,2,6,1,2,1,2,3,0,0,1,2,1,1,2,6,4,1,3,1,3,0,3,3,1,3,3,2,2,3,7,1,4,2,3,2,7,2,3,0,7,1,7,2,2,1,1,5,9,1,5,7,0,3,0,0,4,0,6,8,2,0,1,0,2,1,1,0,1,0,1,4,7,1,4,0,0,5,1,0,5,0,3,13,1,0,4,2,7,7,3,2,0,1,2,5,2,3,1,5,0,2,1,0,3,2,5,2,1,0,1,1,1,1,3,1,0,4,4,0,0,1,6,1,3,3,1,6,9,2,6,1,0,0,4,2,4,4,0,2,3,2,6,2,1,3,0,2,0,6,0,1,6,0,0,17,1,7,1,0,0,2,2,2,1,1,3,7,6,0,3,3,1,0,1,0,1,1,1,1,2,4,5,1,0,1,1,0,1,2,8,4,0,1,20,1,3,5,1,0,1,2,51,4,4,2,1,0,3,5,0,3,0,4,90,1,3,2,0,14,0,1,2,0,3,3,1,1,8,27,2,19,0,1,9,4,2,2,0,4,0,0,0,1,0,0,1,0,1,0,5,0,0,0,2,1,7,4,2,3,1,1,3,1,5,13,3,3,2,1,1,4,0
2,0,1,0,1,0,0,0,1,0,3,0,2,1,0,1,0,3,1,1,2,3,1,0,1,0,1,0,0,1,1,3,0,2,0,0,3,2,0,0,0,0,0,1,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,0,1,0,0,1,1,0,0,0,3,2,0,0,0,0,0,3,1,0,3,3,1,0,0,1,1,0,1,0,2,0,0,2,8,0,0,0,0,1,0,1,1,1,1,4,1,0,7,0,2,4,0,1,4,3,2,2,4,1,0,0,1,0,6,4,0,0,0,4,1,0,0,4,0,1,1,0,8,1,1,0,0,1,0,0,0,1,2,0,1,0,2,0,0,1,0,0,2,1,0,1,1,3,1,0,0,1,7,0,3,0,0,2,0,0,0,2,2,4,4,1,2,0,4,0,2,0,5,0,5,0,0,0,0,2,3,0,7,4,1,5,1,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,0,2,1,0,3,1,4,6,0,0,2,4,2,1,4,0,1,0,3,0,3,3,0,3,0,2,0,0,3,1,1,0,0,1,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,2,4,3,1,3,2,0,0,1,3,1,2,1,0,0,2,9,1,0,0,0,0,2,1,0,1,0,1,0,5,0,3,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,1,2,1,1,2,0,0,3,1,0,0,2,6,0,0,0,6,0,1,0,0,0,0,2,22,1,5,2,0,1,0,3,1,0,0,1,30,0,0,0,0,6,0,0,0,1,0,1,1,1,3,10,1,6,0,1,0,1,1,2,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,2,5,1,0,0,3,0,1,0
6,1,2,2,5,0,1,5,1,2,6,1,0,2,2,2,1,3,6,0,9,2,1,0,4,2,0,1,2,0,2,6,2,0,2,0,4,3,2,1,1,2,1,3,2,4,5,0,0,1,1,2,3,1,1,1,1,0,2,2,0,0,0,1,1,3,1,1,1,1,1,1,1,5,2,1,4,1,1,1,2,3,1,1,2,1,5,1,2,2,0,7,3,0,5,0,2,4,1,4,3,1,4,3,6,2,4,0,3,3,3,3,1,4,7,8,2,5,1,1,3,5,4,2,4,0,1,0,1,1,6,2,0,1,9,11,1,0,1,1,2,2,1,1,1,1,1,1,1,2,4,1,3,0,2,1,3,1,0,2,2,3,1,1,2,3,4,2,4,7,0,0,0,3,1,2,3,1,0,4,9,1,1,0,6,3,4,0,3,1,2,0,1,2,4,1,2,3,2,4,2,1,1,1,4,6,0,3,1,2,5,4,8,2,0,1,1,3,3,0,2,1,0,2,3,0,1,0,1,1,1,3,0,2,2,5,1,9,2,0,2,3,1,2,0,4,1,0,1,7,1,4,1,0,2,1,1,1,0,0,5,1,7,1,1,3,2,1,3,1,1,3,6,2,1,1,2,0,7,2,1,10,2,4,5,2,0,1,5,2,0,7,1,0,1,2,2,4,3,2,1,2,0,3,1,1,4,0,3,5,1,1,1,1,0,2,0,0,0,2,3,3,6,1,5,0,2,1,0,1,1,5,3,3,3,2,8,1,2,0,0,1,1,2,0,1,2,3,18,6,1,1,0,3,4,2,11,0,3,9,1,2,0,5,2,4,0,1,96,1,0,1,1,19,1,3,2,0,4,4,1,2,14,26,2,6,1,2,5,1,0,1,1,1,1,0,3,1,1,0,4,0,3,0,0,1,1,1,2,1,4,0,1,1,3,1,1,3,6,1,3,3,1,0,0,1,0
4,0,1,0,2,0,0,3,0,0,3,2,2,0,2,1,2,1,3,0,3,5,0,1,1,1,0,0,1,0,3,4,1,1,0,0,1,1,0,0,3,0,2,2,0,1,6,0,1,0,0,1,0,1,3,0,0,0,0,3,0,3,0,0,1,6,3,0,0,2,0,2,3,3,0,2,4,0,0,0,0,2,1,1,0,0,3,0,0,0,1,10,0,0,0,0,1,3,0,0,5,1,1,1,0,1,8,0,1,0,0,4,0,0,0,4,0,1,1,1,4,3,0,0,3,0,0,0,3,0,6,2,0,1,3,1,1,0,0,0,1,0,4,0,1,0,0,1,2,0,0,0,3,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,3,5,0,1,0,1,0,0,0,0,0,1,6,0,1,2,0,1,1,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,1,2,0,12,0,3,0,0,1,1,2,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,7,2,0,1,1,1,1,1,0,2,1,1,1,1,0,7,0,4,1,0,2,2,2,3,2,2,6,2,2,0,0,1,2,0,0,0,1,0,3,0,1,0,0,0,2,0,0,6,0,1,1,3,0,2,3,4,1,6,0,0,0,1,1,1,0,1,2,0,1,3,3,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,3,4,1,5,1,0,0,0,0,3,0,0,0,0,1,3,2,1,0,1,2,1,3,0,0,1,4,11,1,0,0,0,0,2,0,2,0,0,1,1,2,1,4,1,1,0,0,67,2,1,0,0,1,0,0,1,0,6,5,1,1,3,9,0,3,0,0,4,0,1,1,0,1,0,0,0,1,2,1,2,1,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,7,0,2,0,0,1,0,1,1
2,0,0,0,0,0,0,2,0,0,7,1,0,0,3,1,1,0,1,0,2,3,0,2,1,0,1,0,2,0,2,16,1,0,2,4,2,0,0,0,2,0,2,2,3,0,2,1,1,1,0,1,1,0,1,3,2,0,1,5,0,0,0,0,0,6,1,0,3,2,0,1,3,1,0,1,3,0,0,0,1,3,2,0,0,2,5,0,1,0,0,5,5,2,2,2,1,6,0,2,3,1,1,1,3,2,8,0,7,0,0,0,0,1,7,4,0,1,2,1,0,2,1,0,3,2,1,0,3,2,7,0,0,0,3,5,2,1,0,0,1,0,1,0,1,0,0,2,5,0,0,0,7,1,1,0,12,1,1,1,2,2,0,1,0,2,2,0,3,6,0,4,3,0,0,0,0,1,0,1,2,0,3,0,3,3,0,1,0,3,0,0,4,1,2,1,2,1,0,0,0,1,1,0,1,4,0,6,2,2,3,4,1,0,0,0,3,4,1,1,0,4,0,1,2,1,0,0,0,1,0,0,1,1,2,2,0,4,1,1,0,1,0,0,0,1,1,2,0,4,0,6,0,1,1,2,1,3,0,2,3,2,7,2,0,0,2,1,0,1,1,1,2,1,0,0,1,0,6,0,2,8,0,0,4,1,0,1,9,4,0,5,2,0,0,1,0,1,3,0,1,1,0,5,2,0,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,3,2,0,0,0,0,2,2,1,0,4,0,7,2,1,2,0,2,1,1,0,0,2,1,19,1,5,0,1,3,1,0,3,0,1,0,0,0,0,8,0,1,2,1,90,1,4,4,0,7,2,0,5,2,4,4,0,0,11,12,1,9,2,0,2,0,0,0,0,0,1,2,2,2,2,0,5,1,2,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,4,2,4,0,0,1,0,0,1
11,3,2,3,3,2,0,13,0,2,12,6,5,3,4,2,1,12,11,0,12,21,0,1,4,4,3,2,2,0,4,22,0,2,0,4,6,2,2,2,7,7,7,2,0,1,8,2,2,4,0,0,2,0,2,1,5,0,2,12,0,0,1,0,3,15,2,2,0,2,1,1,2,7,1,0,2,2,4,2,6,9,2,3,3,2,12,2,2,3,0,14,5,0,3,2,0,22,1,10,12,4,4,0,10,0,17,0,1,4,2,7,1,1,14,12,0,13,1,2,4,17,4,0,12,0,2,0,6,0,17,4,0,0,18,9,5,2,1,0,7,4,5,1,3,0,4,3,2,1,2,2,13,3,5,1,9,0,3,2,2,1,2,1,0,1,7,3,6,15,0,3,0,3,5,1,0,5,1,4,9,1,4,1,6,3,6,2,1,2,5,0,8,3,12,1,3,2,4,1,0,0,6,3,7,18,2,6,4,0,10,3,7,4,0,1,2,10,7,2,1,3,1,2,2,0,2,2,0,2,2,2,0,5,13,10,3,12,3,1,1,3,1,5,2,0,1,3,1,12,0,23,1,2,5,3,4,4,5,5,11,1,7,1,1,1,5,1,5,0,3,1,3,3,1,2,4,2,9,4,0,18,0,0,7,2,0,2,18,15,0,14,5,5,0,3,5,2,4,1,3,2,2,13,1,2,5,1,0,1,6,0,0,1,1,9,2,1,3,4,1,8,5,0,10,1,8,0,1,2,6,2,1,1,4,6,19,5,3,1,2,7,4,13,2,1,4,1,50,7,5,1,0,8,2,1,14,3,2,3,2,2,4,18,3,5,1,2,201,2,6,2,1,13,4,0,4,1,13,12,0,1,30,60,1,12,2,1,16,2,4,0,1,0,0,4,1,1,12,1,8,2,2,5,2,1,0,1,5,0,11,1,3,1,0,3,0,0,13,4,7,4,1,2,1,9,1
21,2,7,4,12,4,5,11,0,1,13,7,5,0,12,1,3,16,19,3,18,30,3,2,5,6,2,7,0,1,3,30,5,0,1,7,10,3,5,3,2,10,6,3,4,0,14,2,6,1,1,2,7,2,4,6,9,5,3,28,1,1,0,3,15,32,3,1,1,4,1,4,2,4,2,4,9,0,3,3,3,7,5,4,4,3,14,14,4,6,5,31,7,1,7,0,6,32,3,4,12,8,7,8,13,4,20,8,5,6,12,11,3,5,24,17,3,11,4,10,18,21,6,1,26,5,3,3,4,6,15,5,2,4,30,15,3,4,6,1,11,5,5,1,3,6,1,1,6,6,4,1,7,7,8,1,21,1,0,7,6,5,0,3,1,9,7,10,7,18,1,2,1,3,8,6,6,3,3,6,9,0,8,4,5,2,9,9,6,4,8,5,6,3,20,1,4,6,6,9,7,5,10,4,11,23,0,8,2,5,13,10,17,0,1,4,4,10,5,12,4,7,3,4,2,3,3,1,6,3,4,14,1,8,12,15,5,18,6,2,4,7,4,4,6,1,9,3,6,11,0,18,2,2,7,4,10,4,6,9,19,1,8,10,4,4,3,0,13,7,4,3,11,4,1,1,4,2,20,5,4,25,4,5,10,7,3,4,20,20,4,29,4,0,4,6,9,3,6,1,8,7,5,17,5,6,14,5,3,8,8,3,4,1,6,7,7,4,1,2,2,9,15,5,23,2,1,4,0,1,7,13,2,2,2,8,21,10,6,1,2,6,12,4,5,1,7,6,94,14,6,7,1,9,6,5,33,3,3,17,7,7,2,12,2,4,2,1,302,7,6,5,1,54,6,0,5,5,19,15,3,2,20,96,2,25,2,4,20,4,4,0,0,4,7,6,1,3,6,0,10,3,3,5,4,2,2,1,4,4,28,2,10,2,5,2,3,1,24,8,5,3,8,6,3,7,1
1,0,1,4,6,0,0,0,0,1,1,1,2,0,0,0,1,5,4,2,9,4,0,0,1,2,0,3,0,0,0,1,1,4,0,1,4,2,2,0,0,3,1,0,1,1,4,0,2,0,0,2,2,2,0,0,1,1,1,4,0,0,0,1,1,3,0,2,0,2,0,0,0,0,0,1,1,0,0,3,0,1,2,2,1,0,3,7,0,1,4,4,0,1,0,0,0,4,0,2,3,2,1,1,3,0,2,1,1,3,4,3,3,2,4,5,0,2,0,0,4,11,5,0,5,0,0,0,0,1,1,2,1,1,2,3,1,1,5,0,0,2,2,1,1,1,1,0,0,3,0,2,0,1,1,2,0,0,0,1,2,0,0,0,1,0,0,1,1,2,1,0,0,1,6,2,4,1,0,0,6,1,1,0,1,0,7,1,3,0,5,0,0,0,7,1,2,0,4,2,3,1,4,1,9,5,0,1,0,1,3,0,7,3,1,1,1,0,2,3,2,6,0,3,0,0,1,0,1,0,0,9,0,0,4,8,5,6,1,1,2,1,1,7,1,0,1,0,0,4,2,1,0,0,2,4,2,1,1,0,2,1,0,2,3,2,0,0,10,1,1,2,3,0,5,0,1,0,4,2,3,2,0,2,2,2,0,0,2,3,0,3,0,1,2,1,4,3,0,0,1,0,4,2,0,2,6,0,0,2,0,2,3,2,3,0,2,4,2,2,1,9,8,0,4,0,0,1,1,0,0,1,0,2,1,3,6,7,0,1,3,0,1,0,0,1,0,0,10,0,0,5,0,0,1,2,11,1,0,5,3,2,1,2,1,3,0,1,36,5,0,0,1,18,0,1,0,2,2,1,2,1,2,28,2,5,1,3,5,1,1,1,0,3,1,1,0,4,1,1,0,3,1,0,0,0,3,0,2,3,4,1,1,1,2,0,1,0,5,2,0,0,3,3,4,2,0
7,0,3,6,15,2,1,9,0,9,4,4,3,1,7,2,5,12,13,2,20,17,1,5,2,5,0,4,0,0,2,4,5,5,0,2,12,4,5,1,2,5,4,2,0,2,5,1,5,4,3,5,4,1,2,3,3,1,2,10,4,3,1,1,4,21,3,1,0,3,0,3,2,3,0,0,4,1,5,4,4,2,3,3,2,1,5,13,5,3,7,5,1,11,0,2,3,10,2,1,13,3,2,1,14,3,13,3,1,2,6,11,4,2,10,11,1,7,1,1,9,17,14,0,11,4,2,2,6,7,3,3,3,2,8,5,4,1,2,3,0,1,2,0,0,2,3,4,0,5,1,2,7,4,2,2,5,0,2,5,2,1,0,1,4,6,4,5,3,5,0,2,1,3,13,3,4,3,1,6,7,3,1,5,1,1,4,1,3,2,10,3,4,2,9,3,0,0,6,7,4,0,11,0,19,15,1,0,0,2,18,1,11,2,1,5,3,6,2,4,5,4,0,8,0,0,2,2,3,2,0,15,0,2,13,19,7,17,8,3,5,0,4,8,0,0,5,1,3,15,0,4,1,6,3,1,4,3,1,6,9,2,1,2,4,3,2,1,16,3,3,2,4,2,2,2,1,6,14,5,5,15,3,14,8,5,0,1,12,11,4,6,4,1,6,2,17,5,4,7,0,2,9,7,1,7,12,6,3,8,4,3,5,2,2,2,2,3,7,2,2,27,24,2,10,1,2,3,8,0,1,1,1,5,2,6,19,13,1,1,2,4,5,3,1,2,6,1,48,5,0,4,0,7,2,2,20,3,1,12,4,3,4,9,4,1,0,2,111,9,0,1,3,37,1,3,4,6,11,14,0,1,5,55,1,12,4,3,12,7,1,3,1,4,6,2,1,1,2,3,5,2,2,1,0,0,2,1,2,6,13,3,4,6,10,1,1,0,11,9,1,2,11,3,7,4,1
