21,1
21,2
21,4
21,5
21,18
21,20
21,25
21,28
21,32
21,33
21,35
21,37
21,40
21,45
21,49
21,50
21,53
21,54
21,55
21,58
21,59
21,63
21,65
21,66
21,78
21,83
21,88
21,90
21,91
21,94
21,97
21,104
21,105
21,110
21,111
21,112
21,115
21,118
21,119
21,120
21,130
21,131
21,133
21,135
21,145
21,146
21,148
21,150
21,154
21,163
21,164
21,170
21,172
21,173
21,176
21,177
21,178
21,182
21,185
21,189
21,190
21,199
21,200
21,205
21,206
21,207
21,211
21,212
21,216
21,221
21,223
21,224
21,225
21,226
21,234
21,239
21,247
21,255
21,259
21,263
21,264
21,265
21,269
21,270
21,272
21,279
21,281
21,282
21,283
21,285
21,287
21,289
21,293
21,295
21,296
21,300
21,302
21,304
21,305
21,315
21,316
21,318
21,325
21,326
21,327
21,346
21,347
21,348
21,352
21,353
21,354
21,360
21,361
21,364
21,365
21,367
21,369
21,373
21,374
21,378
21,380
21,384
21,390
21,395
21,396
21,398
21,399
21,409
21,411
21,420
21,421
21,425
21,433
21,435
21,447
21,449
21,453
21,456
21,460
21,465
21,468
21,471
21,472
21,474
21,477
21,481
21,482
21,489
21,492
21,497
21,498
21,499
21,500
21,501
21,503
21,504
21,505
21,508
21,511
21,514
21,516
21,517
21,518
21,519
21,529
21,531
21,535
21,537
21,539
21,541
21,544
21,553
21,555
21,562
21,574
21,579
21,580
21,582
21,585
21,591
21,592
21,593
21,594
21,603
21,605
21,609
21,610
21,613
21,614
21,616
21,618
21,621
21,622
21,623
21,624
21,626
21,627
21,629
21,630
21,635
21,636
21,637
21,638
21,641
21,642
21,649
21,650
21,664
21,665
21,667
21,668
21,670
21,674
21,681
21,684
21,685
21,687
21,690
21,691
21,695
21,696
21,699
21,704
21,705
21,707
21,708
21,709
21,710
21,711
21,715
21,723
21,727
21,732
21,736
21,737
21,741
21,742
21,744
21,749
21,759
21,761
21,763
21,769
21,770
21,771
21,777
21,782
21,784
21,786
21,788
21,789
21,791
21,792
21,794
21,798
21,801
21,802
21,804
21,806
21,807
21,808
21,810
21,812
21,813
21,815
21,818
21,819
21,822
21,823
21,824
21,828
21,832
21,838
21,842
21,844
21,846
21,847
21,850
21,851
21,856
21,858
21,859
21,861
21,864
21,865
21,868
21,874
21,875
21,877
21,879
21,880
21,881
21,882
21,888
21,889
21,890
21,892
21,893
21,898
21,901
21,904
21,906
21,908
21,909
21,911
21,912
21,915
21,916
21,917
21,918
21,926
21,927
21,928
21,933
21,942
21,945
21,946
21,952
21,954
21,959
21,964
21,965
21,972
21,975
21,976
21,980
21,984
21,986
